  3.1730000e+03	  1.0000000e-03
  3.1740000e+03	  1.0000000e-03
  3.1750000e+03	  1.0000000e-03
  3.1760000e+03	  1.0000000e-03
  3.1770000e+03	  1.0000000e-03
  3.1780000e+03	  1.0000000e-03
  3.1790000e+03	  1.0000000e-03
  3.1800000e+03	  1.0000000e-03
  3.1810000e+03	  1.0000000e-03
  3.1820000e+03	  1.0000000e-03
  3.1830000e+03	  1.0000000e-03
  3.1840000e+03	  1.0000000e-03
  3.1850000e+03	  1.0000000e-03
  3.1860000e+03	  1.0000000e-03
  3.1870000e+03	  1.0000000e-03
  3.1880000e+03	  1.0000000e-03
  3.1890000e+03	  1.0000000e-03
  3.1900000e+03	  1.0000000e-03
  3.1910000e+03	  1.4095500e-03
  3.1920000e+03	  1.0000000e-03
  3.1930000e+03	  1.7931500e-03
  3.1940000e+03	  1.0000000e-03
  3.1950000e+03	  2.7484309e-03
  3.1960000e+03	  1.0000000e-03
  3.1970000e+03	  3.7660089e-03
  3.1980000e+03	  1.0000000e-03
  3.1990000e+03	  4.7751879e-03
  3.2000000e+03	  2.2642810e-03
  3.2010000e+03	  7.3213512e-03
  3.2020000e+03	  2.3262990e-03
  3.2030000e+03	  9.1084521e-03
  3.2040000e+03	  2.9369730e-03
  3.2050000e+03	  1.2040210e-02
  3.2060000e+03	  3.9347620e-03
  3.2070000e+03	  1.4006130e-02
  3.2080000e+03	  4.5746118e-03
  3.2090000e+03	  1.9727010e-02
  3.2100000e+03	  6.3206241e-03
  3.2110000e+03	  2.4559179e-02
  3.2120000e+03	  7.6635210e-03
  3.2130000e+03	  3.0214610e-02
  3.2140000e+03	  8.7050060e-03
  3.2150000e+03	  4.0386729e-02
  3.2160000e+03	  1.1745660e-02
  3.2170000e+03	  4.2517129e-02
  3.2180000e+03	  1.3288490e-02
  3.2190000e+03	  5.0946850e-02
  3.2200000e+03	  1.7004641e-02
  3.2210000e+03	  5.8652852e-02
  3.2220000e+03	  2.6977111e-02
  3.2230000e+03	  7.0375308e-02
  3.2240000e+03	  1.9112609e-02
  3.2250000e+03	  7.3923849e-02
  3.2260000e+03	  4.2519651e-02
  3.2270000e+03	  6.9036663e-02
  3.2280000e+03	  3.4509301e-02
  3.2290000e+03	  1.9486250e-01
  3.2300000e+03	  6.0209330e-02
  3.2310000e+03	  6.7849702e-01
  3.2320000e+03	  4.8099521e-01
  3.2330000e+03	  1.0000000e+00
  3.2340000e+03	  9.9801451e-01
  3.2350000e+03	  9.9856758e-01
  3.2360000e+03	  1.0000000e+00
  3.2370000e+03	  9.9720317e-01
  3.2380000e+03	  9.9946982e-01
  3.2390000e+03	  1.0000000e+00
  3.2400000e+03	  9.9989879e-01
  3.2410000e+03	  1.0000000e+00
  3.2420000e+03	  1.0000000e+00
  3.2430000e+03	  1.0000000e+00
  3.2440000e+03	  1.0000000e+00
  3.2450000e+03	  1.0000000e+00
  3.2460000e+03	  1.0000000e+00
  3.2470000e+03	  1.0000000e+00
  3.2480000e+03	  1.0000000e+00
  3.2490000e+03	  1.0000000e+00
  3.2500000e+03	  1.0000000e+00
  3.2510000e+03	  1.0000000e+00
  3.2520000e+03	  1.0000000e+00
  3.2530000e+03	  1.0000000e+00
  3.2540000e+03	  1.0000000e+00
  3.2550000e+03	  1.0000000e+00
  3.2560000e+03	  1.0000000e+00
  3.2570000e+03	  1.0000000e+00
  3.2580000e+03	  1.0000000e+00
  3.2590000e+03	  1.0000000e+00
  3.2600000e+03	  1.0000000e+00
  3.2610000e+03	  1.0000000e+00
  3.2620000e+03	  1.0000000e+00
  3.2630000e+03	  1.0000000e+00
  3.2640000e+03	  1.0000000e+00
  3.2650000e+03	  1.0000000e+00
  3.2660000e+03	  1.0000000e+00
  3.2670000e+03	  1.0000000e+00
  3.2680000e+03	  1.0000000e+00
  3.2690000e+03	  1.0000000e+00
  3.2700000e+03	  1.0000000e+00
  3.2710000e+03	  1.0000000e+00
  3.2720000e+03	  1.0000000e+00
  3.2730000e+03	  1.0000000e+00
  3.2740000e+03	  1.0000000e+00
  3.2750000e+03	  1.0000000e+00
  3.2760000e+03	  1.0000000e+00
  3.2770000e+03	  1.0000000e+00
  3.2780000e+03	  1.0000000e+00
